FrameWork,TPS,Threadpool,Avg Response Time(ms),P95,P99,Throughput(rps),Error Rate,CPU Usage,Memory,Latency(ms),Request Timeouts
boot,16000.0,340.0,8231.856971588932,10467.672748753313,16305.728554315498,160.4476581593697,0.04813671459345243,0.11599097608830547,680.9455229110861,8708.386507601168,1.6845531147354396
boot,16000.0,350.0,8325.86954023856,10371.086568757028,14979.239901222258,157.7803977090814,0.03102033015636339,0.10157860586259253,656.7736518391041,8711.17255004333,1.6502889725436765
boot,16000.0,370.0,6950.905672068048,9992.857149271207,15132.76105027055,179.0295444432328,0.044620091297440344,0.09709135513916368,646.114779241767,7221.272826347345,1.6253577726661261
boot,16000.0,380.0,7164.849850878543,10949.500951351525,16010.227315597833,175.4429072843129,0.05698981660759193,0.0867790793072879,700.2006604453182,7083.196035829665,1.690722288164707
boot,16000.0,390.0,6383.831702473457,9959.686193184256,15879.903854575225,174.80131946350596,0.05954698941897735,0.09499761453906655,652.7756922359426,6117.893941811209,1.6929877564883078
boot,16000.0,400.0,4642.27564286158,9326.963659939234,14973.48066526776,184.25832416018224,0.05478913166813218,0.10466339608644919,653.262132164099,4605.990542888348,1.6438262174082243
boot,16000.0,410.0,6890.800425473942,9135.727439117363,13914.678470671997,180.5891747212021,0.23944917574698393,0.11026384463707742,628.3349920285776,6920.608554290561,1.7096719604787267
boot,16000.0,420.0,7041.497777921367,9516.927293493978,14193.506026094625,194.5792494394564,0.10488581188897199,0.10749829911679039,634.0629761769649,7004.292346838579,1.730007268700941
boot,16000.0,430.0,7708.846007436533,9546.375423645968,14272.37243934368,193.90902674378006,0.04500547496006426,0.12417669235882008,621.9940823587376,7720.483928349811,1.6398216063954703
boot,16000.0,440.0,7213.096370768525,10305.724780073357,14683.388534378877,209.70285015516566,0.013792380385477504,0.12380673717129867,640.738016819302,7773.563993382704,1.6319554271335293
boot,16000.0,450.0,7711.374079470909,12880.703545606139,18640.385581516886,222.13332419697753,0.00700817308287193,0.06477398562801945,627.5743675317524,7551.129620450318,1.6410640922362185
boot,16000.0,460.0,7733.2036339075985,12350.317091255043,18321.476300736445,210.51371157724358,0.007224990330323798,0.09035833644320942,680.9303264690866,7892.171232286568,1.6992089642543071
boot,16000.0,470.0,7555.017565744056,10148.727257784283,15407.178071733853,219.01651023657354,0.007711330374051014,0.14278438670584306,626.3436564611904,7124.188418777716,1.6803953352282848
boot,16000.0,480.0,7531.893338228955,9971.522704165232,14543.422841985748,210.18419169535915,0.007276771876007705,0.13720534192604372,630.3202930222551,7452.511463711118,1.5707557175653326
boot,16000.0,490.0,7057.909412262295,9205.484134504657,13759.654248629642,222.81709592265886,0.006796579203008569,0.16375774785292285,597.8948707119323,7243.269247431088,1.7050028883587725
boot,16000.0,500.0,6512.412888870327,8352.131416477157,12748.342200660094,230.8895396178663,0.007192586042773337,0.18926014069563887,582.116560196378,7101.959820587625,1.6045817597048118
boot,17000.0,50.0,11354.574782377551,14043.725566118768,19612.666398618894,31.462374326606156,0.17418149553078266,0.16256323639722392,650.7555817198527,11385.41484510438,11.807892261179441
boot,17000.0,60.0,10777.77002004827,13026.594022946874,19487.679221623403,33.78274517948105,0.162538183825993,0.15476736138359154,625.4491141553366,11149.385810674956,11.397166044675314
boot,17000.0,70.0,9508.945596379059,14021.054981407739,18478.235075141813,39.34440953820418,0.12233782517302434,0.14988872438829948,589.951752490479,10792.599065924349,9.481825767643217
boot,17000.0,80.0,10605.339623300133,13344.544765935374,18787.934291913443,44.010500057529285,0.1253076553531873,0.1556727738961839,621.9355284820618,9884.903975937701,8.356276155825237
boot,17000.0,90.0,9166.174581749256,12364.362797564545,19062.630634926114,46.9667541518177,0.1461082265241748,0.14927288099215982,595.6191732295639,9359.201614941483,6.11650101644764
boot,17000.0,100.0,8630.102341453265,12198.48045441315,18968.515890244915,50.12586624238361,0.04511656034257017,0.1339233662197053,602.2383125836124,8553.806252553937,5.0398686349216355
boot,17000.0,110.0,9951.398616770224,12400.041118011644,20568.31287459226,51.50895032097553,1.6370573259698653,0.15405990749390222,663.5264342232654,9155.552397254798,5.156881005820473
boot,17000.0,120.0,9648.457371812034,12241.86810973517,17404.244987342456,66.51750347941291,0.1774608357065146,0.15842019267181418,624.0557246608493,9487.547489622926,5.295619537919407
boot,17000.0,130.0,8572.613711688058,12254.74449964465,17304.778990469837,70.03687474778717,0.20514718864102743,0.15833271637386018,648.2929481680106,9060.771666072611,3.9181498066237537
boot,17000.0,140.0,8410.232900527833,12136.075692485867,18766.447612522777,69.92294278134251,0.8437291999329173,0.15453894587302996,656.5960999288901,8298.799275053532,3.9962671909237493
boot,17000.0,150.0,7175.618221212166,10457.553185215278,16260.11485992154,65.92448014578984,0.006728392999562,0.14728391641005667,666.1329921718923,7961.3841283976,1.1476590188540652
boot,17000.0,160.0,7488.154602885117,10659.84548788098,17150.36270451019,74.5854916973364,0.026181726536405013,0.14457250192210308,694.7554370286075,7372.207640697325,3.5409039012259402
boot,17000.0,170.0,7813.9152483228,11538.244774124138,18369.489266900724,79.85081299967756,0.07821202094810735,0.1533216237461063,638.8186458085228,8191.6866403560225,4.48232618303037
boot,17000.0,180.0,7487.187279657849,11113.905487162008,16727.735029646345,87.33499267107759,0.05294478248424352,0.1491244233015162,669.2941404626666,7448.763255237232,5.715639315895962
boot,17000.0,190.0,7709.0996448020705,11101.586349245892,16794.55490693584,94.50690525094441,0.06393416541668132,0.148280982037658,649.4237708089377,7340.000965629878,6.892334275084181
boot,17000.0,200.0,7567.036787026519,11724.926813884944,15784.355992372159,100.54157750172882,0.07728519643722265,0.1473903952683537,678.4447319884807,7833.538640729302,8.55885384265688
boot,17000.0,210.0,7298.964489829679,11279.821510670516,15825.054300053313,100.7093298153692,0.060838751707098154,0.1493256659634634,664.035398393676,7051.794445643642,8.22055764182239
boot,17000.0,220.0,7261.032999740505,10614.74947240259,15867.00332178833,107.38488645447465,0.03666169752992532,0.138706944129414,659.2245141693481,7514.1257876774125,4.51497633078795
boot,17000.0,230.0,7906.739796620082,10806.344018998028,16875.68328448153,106.675019902281,1.3514463506476166,0.13102079067260852,656.8712886045696,7798.885892073482,4.282478191182083
boot,17000.0,240.0,7595.112820165016,11469.102285406758,15944.982773609421,117.79237076527376,0.13504939255940168,0.12652845378187075,668.692178477787,7663.204252477143,6.942684515936204
boot,17000.0,250.0,6586.775388562261,10003.215586036653,13649.053032883068,140.027490855569,0.12051938798938881,0.08294744649032233,629.6323937011124,6923.030142972312,6.655637111707087
boot,17000.0,260.0,6952.676126381269,10079.436613289,13300.880989560988,135.34891902214002,0.1248728930165396,0.08936777600858162,654.1703328779907,6527.2404027938555,7.186550213192621
boot,17000.0,270.0,6840.490624016777,10699.12776935517,13809.891607994836,146.49008514592438,0.12046662912970967,0.10848320759076815,717.8431398728029,6669.637280281997,6.811086755348416
boot,17000.0,280.0,6426.739208322371,9690.805780844275,14357.15532238415,145.89946934740598,0.12554407735313955,0.1027269981974538,676.5225642885518,6460.4400259115955,7.070846852071693
boot,17000.0,290.0,6301.027736845904,10500.273184827756,13953.888537894429,145.60741281650147,0.09193047711907491,0.11822487520361147,651.9899438201026,6778.343030076269,5.825553432089557
boot,17000.0,300.0,6687.436420134073,10226.013801431163,14474.395212297764,153.56125862482244,0.1353651736923351,0.11669056009029734,710.1691121731111,6542.373077486954,10.702752618696854
boot,17000.0,310.0,7593.168262921303,11147.915501935595,17238.4022004271,156.61088151019825,0.13336034858240794,0.11460659795203329,652.9496436577001,7257.234646147142,9.782218076995752
boot,17000.0,330.0,7903.181758173716,11221.867031922096,16794.65557907015,145.8315043915764,0.0972421323221068,0.12356036618778278,703.0190521988169,7810.903722444363,4.751737733932515
boot,17000.0,340.0,8411.33797564452,10698.246513479133,15549.246012528845,161.62871389611203,0.0566642298883446,0.12738381904440374,699.9655371717569,8205.992089275926,3.1450373520363453
boot,17000.0,350.0,8447.566151160736,10524.369549031417,14676.784008951692,159.6250844446522,0.030861295902510587,0.12447296255527396,674.4544632463445,8457.795165860187,0.8253390219949494
boot,17000.0,360.0,7212.502743855606,10775.756125226017,15371.134352316338,159.86063877826024,0.05075745809077504,0.10188810433679785,649.47735130368,7137.308350041974,1.4221362099172172
boot,17000.0,370.0,7142.623391076861,10785.990994199887,15128.878030062604,166.62884978120542,0.07624185994658919,0.09563486727546454,654.4020227130889,7268.052390022379,3.1811481732420956
boot,17000.0,380.0,7617.134758231225,10781.38333240592,16454.945040525603,175.82566148985038,0.10936153836743288,0.08965704082460593,647.199755019525,7178.726674802986,5.110804542340609
boot,17000.0,390.0,6464.194006262934,10884.701130868041,16202.19667901605,181.3164000310693,0.1347421135932717,0.09255594673074026,673.9394735590384,6316.369460686329,7.226810159021673
boot,17000.0,400.0,5489.453624263249,10474.814831764646,14939.458686289703,180.734409484518,0.15546605347346673,0.10075236740690742,676.2588064610131,5307.434410171275,8.813733195757367
boot,17000.0,410.0,7127.474305296212,10009.657211206564,15161.104858826771,186.95719656666145,0.29282635051925165,0.1042642137072879,630.5125693780673,7562.0038038896255,7.976692389309181
boot,17000.0,420.0,6708.909511818658,10397.320873766357,13916.160948866827,183.44066317731506,0.14373269516434145,0.1087454977076603,612.9687633765957,7290.747299069103,5.824373961448242
boot,17000.0,430.0,7650.811577324046,9932.03624897311,14293.956292438519,204.3426835815711,0.06094355462731952,0.12500849938867487,645.087427792765,7890.7509422626,2.532433696897012
boot,17000.0,440.0,7775.931141309391,10548.882623871878,14479.420900173505,201.02732833983993,0.02938905247364814,0.11736147384045403,646.074342236282,7469.265327333398,2.181272951992572
boot,17000.0,450.0,7643.653090467882,12118.01870471591,18560.071898439583,209.31419112603712,0.009875289277699647,0.061306920187647794,682.1256273270843,7534.202710502991,0.7604401511698815
boot,17000.0,460.0,7642.416145541914,11993.934360896304,17519.413847899832,207.99513020073846,0.008457539900886869,0.08201055595801635,670.5509009912115,7691.424912898667,0.6678799075528343
boot,17000.0,470.0,7477.8779187805785,10009.520275775272,14502.770258341752,211.9038949209701,0.007646942853346023,0.1315286561059986,597.4579114265342,7006.609856438579,0.64200442089869
boot,17000.0,480.0,7369.144572441103,9920.40378982081,14304.602623396355,219.50552657018144,0.008311532466970752,0.1416103165679571,619.4690685099699,7380.400570060564,0.6019327091921981
boot,17000.0,490.0,7127.874730760459,9800.74840480445,14899.679046118119,228.08669200910248,0.008242301533769699,0.16203767499557833,597.4670574494315,7288.747247671689,0.5959575400938973
boot,17000.0,500.0,7153.260682743346,8551.361922376505,13198.554795037871,233.35254232418458,0.00825693054032066,0.17431029909138387,610.807636562026,7098.128915469613,0.7900754798235429
boot,18000.0,50.0,11386.336796093627,16332.877810771388,20137.231932406623,35.671068274553434,0.1569014128039312,0.1803967415612745,676.5002535847841,11331.151230967944,13.286743102233036
boot,18000.0,60.0,10950.106994571104,15561.038667250941,20045.448863974485,39.64798996152913,0.19264294199532908,0.17647548417985587,673.2365990383978,11489.508185170016,12.568133616131762
boot,18000.0,70.0,11418.561532885882,14340.714777413048,18428.834911565453,43.337621829567745,0.2312401115522713,0.17621044606196562,661.5778589801987,10635.900731742271,10.392330561132665
boot,18000.0,80.0,10927.99691114696,13868.410399674653,19063.959354154988,48.755761236021335,0.26791411094651835,0.1691752968683373,687.0962244107974,11424.86792984774,9.525626119404295
boot,18000.0,90.0,10224.988065023876,12831.332268862821,18411.88003994243,48.74749362488442,0.3031442668874021,0.16341851727793488,656.4671026225896,9789.012884343165,7.7735632334848335
boot,18000.0,100.0,10012.942082345866,12935.400053848,19273.842206639212,55.30453936180259,0.3651736725100352,0.17045270802623508,652.1676008284322,9741.903029948067,6.39563818887671
boot,18000.0,110.0,9738.08095961904,13877.805813772298,20702.79644413167,51.453378237105916,1.6326954124969408,0.16308752594646667,707.7574828964596,9580.855271473432,6.361808932656524
boot,18000.0,120.0,10824.850257570768,13266.504578032476,16016.430429065926,68.9229164330527,0.3075363076599566,0.16743748134585706,667.3512122763387,11016.943484286285,6.32629941332692
boot,18000.0,130.0,10254.656114861818,12949.529951783521,16023.456683109162,68.6081800670055,0.30119289970074464,0.14481813302410843,679.6955820312122,10375.403140712036,4.888322105962919
boot,18000.0,140.0,9399.019215039945,12402.310659806893,17362.721179838936,63.39423884786197,0.47268336900698704,0.14991144451559116,675.3072368895319,10493.28651344735,4.673746145687862
boot,18000.0,150.0,8459.979547160672,11237.592737871748,17666.798264969555,64.94280493478509,0.029975763722198238,0.0974424313562558,681.729133349539,8525.685600215493,0.9305185221397704
boot,18000.0,160.0,9318.497307292691,12286.442814586955,17259.83310841355,79.67101470327484,0.16712836048521637,0.11272958052461354,660.8214486405247,9941.899526333464,4.1379426812227
boot,18000.0,170.0,10028.613311654775,11615.25999924058,18044.556107104312,81.96183783831249,0.150217333317149,0.10590162783953985,656.4041387131946,9564.456580034393,5.34180566826718
boot,18000.0,180.0,9593.284834026535,11949.42878051989,16661.981208182242,84.88716552004509,0.20145970338713337,0.09901037997781013,669.776321275518,10172.233254809524,6.855123903107793
boot,18000.0,190.0,10191.665886107934,11945.669068073763,16314.302473855189,94.76262209147227,0.260352476298383,0.1054912103574175,671.2224901133768,10256.809112727771,8.94784019841176
boot,18000.0,200.0,10400.108047334743,12839.166557779561,16049.148227357155,104.62749575834044,0.29589646615960974,0.094807124969998,670.3784279771827,10932.394984928616,10.84047254213326
boot,18000.0,210.0,9941.60200531556,12287.959108590312,16440.24065919249,108.24901517385236,0.24646735358120836,0.09907527562080792,713.2743499685737,10346.690902120044,10.891909220681153
boot,18000.0,220.0,9663.21531470348,12163.888451019451,16384.74732335945,105.81510897252228,0.14261710335677635,0.10336362671227624,674.5518344563345,9484.513220083518,5.569589829670438
boot,18000.0,230.0,9085.570846329174,12668.630405421314,16328.50935814104,108.98863764224926,1.2902839052872614,0.10203457310526388,675.0331112222425,9677.949160696771,5.298449744987423
boot,18000.0,240.0,10347.710203038072,13043.336548840336,16191.012851116213,115.63608663258381,0.21885305615961892,0.09563181806780786,667.5347773446952,10230.500591182923,8.804502011654417
boot,18000.0,250.0,10536.54600772259,13063.428719938931,14388.936607155158,127.44075702409619,0.20495383440206677,0.08784488311825778,665.808022386807,11303.012565391866,8.463971706051217
boot,18000.0,260.0,10505.810680704431,12943.74832971777,14528.933065924512,134.3606736258397,0.21486364926925094,0.08471972901662772,638.4945459364621,10420.95843730819,8.875376748301564
boot,18000.0,270.0,10184.60751912849,12852.97321864097,14016.375234870116,131.48776046590297,0.2058655163352771,0.09608779835015056,671.0997968269921,10339.684134817537,9.16861219260849
