Service,FrameWork,TPS,Threadpool,Avg Response Time(ms),P95,P99,Throughput(rps),Error Rate,CPU Usage,Memory,Latency(ms),Request Timeouts
,webflux,5000.0,90.0,4.61,14.79,22.24,4874.96,0.0,0.15,402.4,4.43,0.0
,webflux,5000.0,100.0,5.41,17.26,25.83,4869.52,0.0,0.16,435.9,5.19,0.0
,webflux,5000.0,90.0,5.69,18.1,27.22,4798.09,0.0,0.16,434.4,5.45,0.0
,webflux,5000.0,80.0,5.97,18.93,28.61,4726.66,0.0,0.16,432.9,5.72,0.0
,webflux,5000.0,70.0,6.26,19.77,30.0,4655.24,0.0,0.15,431.4,5.98,0.0
,webflux,5000.0,60.0,6.54,20.6,31.39,4583.81,0.0,0.15,429.9,6.25,0.0
,webflux,5000.0,50.0,6.82,21.44,32.78,4512.38,0.0,0.15,428.4,6.51,0.0
,webflux,5000.0,140.0,10.98,35.65,53.78,4429.64,0.0,0.16,441.26,10.99,0.0
,webflux,5000.0,230.0,15.14,49.86,74.78,4346.89,0.0,0.17,454.12,15.47,0.0
,webflux,5000.0,320.0,19.29,64.06,95.77,4264.15,0.0,0.18,466.98,19.96,0.0
,webflux,5000.0,410.0,23.45,78.27,116.77,4181.4,0.0,0.19,479.84,24.44,0.0
,webflux,5000.0,500.0,27.61,92.48,137.77,4098.66,0.0,0.2,492.7,28.92,0.0
,webflux,5000.0,440.0,24.06,80.98,120.48,4223.77,0.0,0.19,483.78,25.02,0.0
,webflux,5000.0,380.0,20.51,69.48,103.2,4348.87,0.0,0.19,474.86,21.12,0.0
,webflux,5000.0,320.0,16.96,57.97,85.91,4473.98,0.0,0.18,465.94,17.23,0.0
,webflux,5000.0,260.0,13.41,46.47,68.63,4599.08,0.0,0.18,457.02,13.33,0.0
,webflux,5000.0,200.0,9.86,34.97,51.34,4724.19,0.0,0.17,448.1,9.43,0.0
,webflux,5000.0,200.0,11.67,38.4,56.75,4535.35,0.0,0.19,447.48,11.18,0.0
,webflux,5000.0,200.0,13.48,41.82,62.16,4346.51,0.0,0.2,446.86,12.94,0.0
,webflux,5000.0,200.0,15.28,45.25,67.58,4157.68,0.0,0.22,446.24,14.69,0.0
,webflux,5000.0,200.0,17.09,48.67,72.99,3968.84,0.0,0.23,445.62,16.45,0.0
,webflux,5000.0,200.0,18.9,52.1,78.4,3780.0,0.0,0.25,445.0,18.2,0.0
,webflux,5000.0,260.0,20.18,55.78,83.76,3648.0,0.0,0.26,450.0,19.48,0.0
,webflux,5000.0,320.0,21.46,59.46,89.12,3516.0,0.0,0.27,455.0,20.76,0.0
,webflux,5000.0,380.0,22.74,63.14,94.48,3384.0,0.0,0.28,460.0,22.04,0.0
,webflux,5000.0,440.0,24.02,66.82,99.84,3252.0,0.0,0.29,465.0,23.32,0.0
,webflux,5000.0,500.0,25.3,70.5,105.2,3120.0,0.0,0.3,470.0,24.6,0.0
,webflux,5000.0,420.0,23.2,64.44,96.62,3326.0,0.0,0.28,462.0,22.33,0.0
,webflux,5000.0,340.0,21.1,58.38,88.04,3532.0,0.0,0.27,454.0,20.06,0.0
,webflux,5000.0,260.0,19.0,52.32,79.46,3738.0,0.0,0.25,446.0,17.78,0.0
,webflux,5000.0,180.0,16.9,46.26,70.88,3944.0,0.0,0.24,438.0,15.51,0.0
,webflux,5000.0,100.0,14.8,40.2,62.3,4150.0,0.0,0.22,430.0,13.24,0.0
,webflux,5000.0,90.0,14.34,39.16,60.84,4110.0,0.0,0.21,428.0,13.09,0.0
,webflux,5000.0,80.0,13.88,38.12,59.38,4070.0,0.0,0.2,426.0,12.94,0.0
,webflux,5000.0,70.0,13.42,37.08,57.92,4030.0,0.0,0.2,424.0,12.8,0.0
,webflux,5000.0,60.0,12.96,36.04,56.46,3990.0,0.0,0.19,422.0,12.65,0.0
,webflux,5000.0,50.0,12.5,35.0,55.0,3950.0,0.0,0.18,420.0,12.5,0.0
,webflux,5000.0,80.0,10.49,29.78,46.75,4144.38,0.0,0.17,392.34,10.47,0.0
,webflux,5000.0,110.0,8.48,24.56,38.5,4338.75,0.0,0.16,364.68,8.44,0.0
,webflux,5000.0,140.0,6.46,19.35,30.24,4533.13,0.0,0.15,337.02,6.42,0.0
,webflux,5000.0,170.0,4.45,14.13,21.99,4727.5,0.0,0.14,309.36,4.39,0.0
,webflux,5000.0,200.0,2.44,8.91,13.74,4921.88,0.0,0.13,281.7,2.36,0.0
,webflux,5000.0,260.0,3.31,12.05,18.23,4874.41,0.0,0.13,287.94,3.27,0.0
,webflux,5000.0,320.0,4.18,15.19,22.72,4826.95,0.0,0.14,294.18,4.19,0.0
,webflux,5000.0,380.0,5.04,18.34,27.2,4779.48,0.0,0.14,300.42,5.1,0.0
,webflux,5000.0,440.0,5.91,21.48,31.69,4732.02,0.0,0.15,306.66,6.02,0.0
,webflux,5000.0,500.0,6.78,24.62,36.18,4684.55,0.0,0.15,312.9,6.93,0.0
,webflux,5000.0,420.0,5.66,20.46,30.15,4742.5,0.0,0.14,305.1,5.77,0.0
,webflux,5000.0,340.0,4.53,16.3,24.12,4800.45,0.0,0.14,297.3,4.6,0.0
,webflux,5000.0,260.0,3.41,12.14,18.1,4858.39,0.0,0.13,289.5,3.44,0.0
,webflux,5000.0,180.0,2.28,7.98,12.07,4916.34,0.0,0.13,281.7,2.27,0.0
,webflux,5000.0,100.0,1.16,3.82,6.04,4974.29,0.0,0.12,273.9,1.11,0.0
,webflux,6000.0,160.0,15.31,20.7,25.18,5700.51,0.0,0.15,323.12,15.44,0.0
,webflux,7000.0,220.0,29.46,37.58,44.32,6426.73,0.0,0.18,372.34,29.76,0.0
,webflux,8000.0,280.0,43.61,54.46,63.46,7152.96,0.0,0.22,421.56,44.09,0.0
,webflux,9000.0,340.0,57.76,71.34,82.6,7879.18,0.0,0.25,470.78,58.41,0.0
,webflux,10000.0,400.0,71.91,88.22,101.74,8605.4,0.0,0.28,520.0,72.74,0.0
,webflux,10000.0,410.0,72.53,89.38,101.79,8780.78,0.0,0.28,521.8,73.3,0.0
,webflux,10000.0,420.0,73.14,90.54,101.84,8956.16,0.0,0.29,523.6,73.86,0.0
,webflux,10000.0,430.0,73.76,91.71,101.9,9131.54,0.0,0.29,525.4,74.43,0.0
,webflux,10000.0,440.0,74.37,92.87,101.95,9306.92,0.0,0.3,527.2,74.99,0.0
,webflux,10000.0,450.0,74.99,94.03,102.0,9482.3,0.0,0.3,529.0,75.55,0.0
,webflux,10000.0,460.0,74.81,93.63,101.81,9469.76,0.0,0.3,529.0,75.1,0.0
,webflux,10000.0,470.0,74.63,93.23,101.62,9457.22,0.0,0.3,529.0,74.65,0.0
,webflux,10000.0,480.0,74.44,92.82,101.43,9444.69,0.0,0.31,529.0,74.19,0.0
,webflux,10000.0,490.0,74.26,92.42,101.24,9432.15,0.0,0.31,529.0,73.74,0.0
,webflux,10000.0,500.0,74.08,92.02,101.05,9419.61,0.0,0.31,529.0,73.29,0.0
,webflux,10000.0,470.0,73.24,91.56,99.86,9350.65,0.0,0.3,522.8,72.79,0.0
,webflux,10000.0,440.0,72.4,91.1,98.67,9281.69,0.0,0.29,516.6,72.28,0.0
,webflux,10000.0,410.0,71.56,90.63,97.47,9212.73,0.0,0.29,510.4,71.78,0.0
,webflux,10000.0,380.0,70.72,90.17,96.28,9143.77,0.0,0.28,504.2,71.27,0.0
,webflux,10000.0,350.0,69.88,89.71,95.09,9074.81,0.0,0.27,498.0,70.77,0.0
,webflux,10000.0,330.0,68.78,88.16,93.94,9065.83,0.0,0.27,496.4,69.47,0.0
,webflux,10000.0,310.0,67.68,86.6,92.79,9056.84,0.0,0.26,494.8,68.17,0.0
,webflux,10000.0,290.0,66.59,85.05,91.65,9047.86,0.0,0.26,493.2,66.87,0.0
,webflux,10000.0,270.0,65.49,83.49,90.5,9038.87,0.0,0.25,491.6,65.57,0.0
,webflux,10000.0,250.0,64.39,81.94,89.35,9029.89,0.0,0.25,490.0,64.27,0.0
,webflux,10000.0,210.0,63.02,79.3,88.15,9057.26,0.0,0.24,495.0,62.91,0.0
,webflux,10000.0,170.0,61.65,76.66,86.95,9084.64,0.0,0.24,500.0,61.54,0.0
,webflux,10000.0,130.0,60.28,74.01,85.74,9112.01,0.0,0.23,505.0,60.18,0.0
,webflux,10000.0,90.0,58.91,71.37,84.54,9139.39,0.0,0.23,510.0,58.81,0.0
,webflux,10000.0,50.0,57.54,68.73,83.34,9166.76,0.0,0.22,515.0,57.45,0.0
,webflux,10000.0,140.0,53.31,75.48,97.83,8857.41,0.0,0.22,526.0,52.94,0.0
,webflux,10000.0,230.0,49.08,82.24,112.32,8548.06,0.0,0.22,537.0,48.43,0.0
,webflux,10000.0,320.0,44.86,88.99,126.82,8238.7,0.0,0.22,548.0,43.92,0.0
,webflux,10000.0,410.0,40.63,95.75,141.31,7929.35,0.0,0.22,559.0,39.41,0.0
,webflux,10000.0,500.0,36.4,102.5,155.8,7620.0,0.0,0.22,570.0,34.9,0.0
,webflux,10000.0,420.0,40.62,96.55,140.59,7817.27,0.0,0.22,558.8,39.47,0.0
,webflux,10000.0,340.0,44.84,90.6,125.37,8014.55,0.0,0.22,547.6,44.04,0.0
,webflux,10000.0,260.0,49.05,84.66,110.16,8211.82,0.0,0.22,536.4,48.61,0.0
,webflux,10000.0,180.0,53.27,78.71,94.94,8409.1,0.0,0.22,525.2,53.18,0.0
,webflux,10000.0,100.0,57.49,72.76,79.73,8606.37,0.0,0.22,514.0,57.75,0.0
,webflux,10000.0,100.0,46.56,59.79,66.16,8613.97,0.0,0.21,482.12,46.74,0.0
,webflux,10000.0,100.0,35.63,46.83,52.59,8621.57,0.0,0.2,450.24,35.73,0.0
,webflux,10000.0,100.0,24.7,33.86,39.02,8629.17,0.0,0.19,418.36,24.73,0.0
,webflux,10000.0,100.0,13.77,20.9,25.45,8636.77,0.0,0.18,386.48,13.72,0.0
,webflux,10000.0,100.0,2.84,7.93,11.88,8644.37,0.0,0.17,354.6,2.71,0.0
,webflux,10000.0,120.0,3.01,8.47,12.49,8599.81,0.0,0.17,357.36,2.88,0.0
,webflux,10000.0,140.0,3.19,9.01,13.09,8555.24,0.0,0.17,360.12,3.05,0.0
,webflux,10000.0,160.0,3.36,9.54,13.7,8510.68,0.0,0.16,362.88,3.22,0.0
,webflux,10000.0,180.0,3.54,10.08,14.3,8466.11,0.0,0.16,365.64,3.39,0.0
,webflux,10000.0,200.0,3.71,10.62,14.91,8421.55,0.0,0.16,368.4,3.56,0.0
,webflux,10000.0,260.0,5.33,16.44,23.62,8355.86,0.0,0.17,378.18,5.34,0.0
,webflux,10000.0,320.0,6.96,22.26,32.32,8290.18,0.0,0.18,387.96,7.12,0.0
,webflux,10000.0,380.0,8.58,28.08,41.03,8224.49,0.0,0.18,397.74,8.91,0.0
,webflux,10000.0,440.0,10.21,33.9,49.73,8158.81,0.0,0.19,407.52,10.69,0.0
,webflux,10000.0,500.0,11.83,39.72,58.44,8093.12,0.0,0.2,417.3,12.47,0.0
,webflux,10000.0,500.0,19.44,59.42,88.05,7982.91,0.0,0.21,456.32,19.64,0.0
,webflux,10000.0,500.0,27.05,79.12,117.67,7872.7,0.0,0.22,495.34,26.81,0.0
,webflux,10000.0,500.0,34.66,98.82,147.28,7762.5,0.0,0.24,534.36,33.99,0.0
,webflux,10000.0,500.0,42.27,118.52,176.9,7652.29,0.0,0.25,573.38,41.16,0.0
,webflux,10000.0,500.0,49.88,138.22,206.51,7542.08,0.0,0.26,612.4,48.33,0.0
,webflux,10000.0,440.0,42.49,117.72,175.06,7624.59,0.0,0.25,599.48,41.14,0.0
,webflux,10000.0,380.0,35.1,97.22,143.61,7707.09,0.0,0.24,586.56,33.94,0.0
,webflux,10000.0,320.0,27.7,76.71,112.16,7789.6,0.0,0.23,573.64,26.75,0.0
,webflux,10000.0,260.0,20.31,56.21,80.71,7872.1,0.0,0.22,560.72,19.55,0.0
,webflux,10000.0,200.0,12.92,35.71,49.26,7954.61,0.0,0.21,547.8,12.36,0.0
,webflux,10000.0,170.0,11.79,31.63,43.98,7761.37,0.0,0.21,541.16,11.28,0.0
,webflux,10000.0,140.0,10.67,27.56,38.69,7568.13,0.0,0.2,534.52,10.19,0.0
,webflux,10000.0,110.0,9.54,23.48,33.41,7374.89,0.0,0.2,527.88,9.11,0.0
,webflux,10000.0,80.0,8.42,19.41,28.12,7181.65,0.0,0.19,521.24,8.02,0.0
,webflux,10000.0,50.0,7.29,15.33,22.84,6988.41,0.0,0.19,514.6,6.94,0.0
,webflux,10000.0,60.0,8.0,17.85,26.31,7234.32,0.0,0.2,517.52,7.61,0.0
,webflux,10000.0,70.0,8.71,20.37,29.78,7480.22,0.0,0.2,520.44,8.29,0.0
,webflux,10000.0,80.0,9.42,22.88,33.24,7726.13,0.0,0.21,523.36,8.96,0.0
,webflux,10000.0,90.0,10.13,25.4,36.71,7972.03,0.0,0.21,526.28,9.64,0.0
,webflux,10000.0,100.0,10.84,27.92,40.18,8217.94,0.0,0.22,529.2,10.31,0.0
,webflux,10000.0,90.0,11.71,31.4,45.88,8024.35,0.0,0.25,519.36,11.15,0.0
,webflux,10000.0,80.0,12.58,34.87,51.59,7830.76,0.0,0.27,509.52,11.99,0.0
,webflux,10000.0,70.0,13.46,38.35,57.29,7637.18,0.0,0.3,499.68,12.82,0.0
,webflux,10000.0,60.0,14.33,41.82,63.0,7443.59,0.0,0.32,489.84,13.66,0.0
,webflux,10000.0,50.0,15.2,45.3,68.7,7250.0,0.0,0.35,480.0,14.5,0.0
,webflux,10000.0,60.0,15.84,46.8,70.98,7180.0,0.0,0.36,484.4,15.16,0.0
,webflux,10000.0,70.0,16.48,48.3,73.26,7110.0,0.0,0.37,488.8,15.82,0.0
,webflux,10000.0,80.0,17.12,49.8,75.54,7040.0,0.0,0.38,493.2,16.48,0.0
,webflux,10000.0,90.0,17.76,51.3,77.82,6970.0,0.0,0.39,497.6,17.14,0.0
,webflux,10000.0,100.0,18.4,52.8,80.1,6900.0,0.0,0.4,502.0,17.8,0.0
,webflux,10000.0,110.0,26.21,56.65,79.67,7375.95,0.0,0.37,506.2,25.68,0.0
,webflux,10000.0,120.0,34.03,60.5,79.23,7851.9,0.0,0.34,510.4,33.56,0.0
,webflux,10000.0,130.0,41.84,64.36,78.8,8327.84,0.0,0.3,514.6,41.43,0.0
,webflux,10000.0,140.0,49.66,68.21,78.36,8803.79,0.0,0.27,518.8,49.31,0.0
,webflux,10000.0,150.0,57.47,72.06,77.93,9279.74,0.0,0.24,523.0,57.19,0.0
,webflux,10000.0,160.0,59.38,74.26,80.56,9202.18,0.0,0.24,524.4,59.35,0.0
,webflux,10000.0,170.0,61.29,76.46,83.19,9124.63,0.0,0.24,525.8,61.51,0.0
,webflux,10000.0,180.0,63.19,78.66,85.83,9047.07,0.0,0.24,527.2,63.66,0.0
,webflux,10000.0,190.0,65.1,80.86,88.46,8969.52,0.0,0.24,528.6,65.82,0.0
,webflux,10000.0,200.0,67.01,83.06,91.09,8891.96,0.0,0.24,530.0,67.98,0.0
,webflux,10000.0,220.0,65.69,81.27,89.2,8827.2,0.0,0.24,528.8,66.66,0.0
,webflux,10000.0,240.0,64.37,79.48,87.3,8762.43,0.0,0.25,527.6,65.33,0.0
,webflux,10000.0,260.0,63.06,77.7,85.41,8697.67,0.0,0.25,526.4,64.01,0.0
,webflux,10000.0,280.0,61.74,75.91,83.51,8632.9,0.0,0.26,525.2,62.68,0.0
,webflux,10000.0,300.0,60.42,74.12,81.62,8568.14,0.0,0.26,524.0,61.36,0.0
,webflux,10000.0,250.0,49.28,61.5,68.6,8278.51,0.0,0.24,516.2,49.99,0.0
,webflux,10000.0,200.0,38.13,48.87,55.57,7988.88,0.0,0.23,508.4,38.62,0.0
,webflux,10000.0,150.0,26.99,36.25,42.55,7699.26,0.0,0.21,500.6,27.24,0.0
,webflux,10000.0,100.0,15.84,23.62,29.52,7409.63,0.0,0.2,492.8,15.87,0.0
,webflux,10000.0,50.0,4.7,11.0,16.5,7120.0,0.0,0.18,485.0,4.5,0.0
,webflux,10000.0,80.0,5.52,13.78,20.02,7306.0,0.0,0.18,492.0,5.28,0.0
,webflux,10000.0,110.0,6.34,16.56,23.54,7492.0,0.0,0.18,499.0,6.06,0.0
,webflux,10000.0,140.0,7.16,19.34,27.06,7678.0,0.0,0.19,506.0,6.84,0.0
,webflux,10000.0,170.0,7.98,22.12,30.58,7864.0,0.0,0.19,513.0,7.62,0.0
,webflux,10000.0,200.0,8.8,24.9,34.1,8050.0,0.0,0.19,520.0,8.4,0.0
,webflux,10000.0,260.0,14.56,41.58,59.32,7980.0,0.0,0.2,532.0,13.94,0.0
,webflux,10000.0,320.0,20.32,58.26,84.54,7910.0,0.0,0.21,544.0,19.48,0.0
,webflux,10000.0,380.0,26.08,74.94,109.76,7840.0,0.0,0.21,556.0,25.02,0.0
,webflux,10000.0,440.0,31.84,91.62,134.98,7770.0,0.0,0.22,568.0,30.56,0.0
,webflux,10000.0,500.0,37.6,108.3,160.2,7700.0,0.0,0.23,580.0,36.1,0.0
,webflux,10000.0,440.0,31.74,91.38,134.72,7756.0,0.0,0.22,566.0,30.46,0.0
,webflux,10000.0,380.0,25.88,74.46,109.24,7812.0,0.0,0.21,552.0,24.82,0.0
,webflux,10000.0,320.0,20.02,57.54,83.76,7868.0,0.0,0.2,538.0,19.18,0.0
,webflux,10000.0,260.0,14.16,40.62,58.28,7924.0,0.0,0.19,524.0,13.54,0.0
,webflux,10000.0,200.0,8.3,23.7,32.8,7980.0,0.0,0.18,510.0,7.9,0.0
,webflux,10000.0,180.0,8.02,22.64,31.62,8024.0,0.0,0.18,507.0,7.64,0.0
,webflux,10000.0,160.0,7.74,21.58,30.44,8068.0,0.0,0.18,504.0,7.38,0.0
,webflux,10000.0,140.0,7.46,20.52,29.26,8112.0,0.0,0.19,501.0,7.12,0.0
,webflux,10000.0,120.0,7.18,19.46,28.08,8156.0,0.0,0.19,498.0,6.86,0.0
,webflux,10000.0,100.0,6.9,18.4,26.9,8200.0,0.0,0.19,495.0,6.6,0.0
,webflux,10000.0,100.0,6.96,18.56,27.12,8220.0,0.0,0.19,496.0,6.66,0.0
,webflux,10000.0,100.0,7.02,18.72,27.34,8240.0,0.0,0.19,497.0,6.72,0.0
,webflux,10000.0,100.0,7.08,18.88,27.56,8260.0,0.0,0.2,498.0,6.78,0.0
,webflux,10000.0,100.0,7.14,19.04,27.78,8280.0,0.0,0.2,499.0,6.84,0.0
,webflux,10000.0,100.0,7.2,19.2,28.0,8300.0,0.0,0.2,500.0,6.9,0.0
,webflux,10000.0,90.0,6.6,17.38,25.46,8050.0,0.0,0.19,496.0,6.32,0.0
,webflux,10000.0,80.0,6.0,15.56,22.92,7800.0,0.0,0.19,492.0,5.74,0.0
,webflux,10000.0,70.0,5.4,13.74,20.38,7550.0,0.0,0.18,488.0,5.16,0.0
,webflux,10000.0,60.0,4.8,11.92,17.84,7300.0,0.0,0.18,484.0,4.58,0.0
,webflux,10000.0,50.0,4.2,10.1,15.3,7050.0,0.0,0.17,480.0,4.0,0.0
,webflux,10000.0,140.0,13.01,32.2,48.44,7136.67,0.0,0.18,501.74,12.14,0.0
,webflux,10000.0,230.0,21.82,54.31,81.58,7223.35,0.0,0.19,523.48,20.28,0.0
,webflux,10000.0,320.0,30.64,76.41,114.72,7310.02,0.0,0.19,545.22,28.43,0.0
,webflux,10000.0,410.0,39.45,98.52,147.86,7396.7,0.0,0.2,566.96,36.57,0.0
,webflux,10000.0,500.0,48.26,120.62,181.0,7483.37,0.0,0.21,588.7,44.71,0.0
,webflux,10000.0,440.0,40.52,101.76,151.1,7539.9,0.0,0.2,573.48,37.39,0.0
,webflux,10000.0,380.0,32.77,82.9,121.19,7596.42,0.0,0.2,558.26,30.07,0.0
,webflux,10000.0,320.0,25.03,64.05,91.29,7652.95,0.0,0.19,543.04,22.74,0.0
,webflux,10000.0,260.0,17.28,45.19,61.38,7709.47,0.0,0.19,527.82,15.42,0.0
,webflux,10000.0,200.0,9.54,26.33,31.48,7766.0,0.0,0.18,512.6,8.1,0.0
,webflux,10000.0,200.0,12.17,33.92,44.3,7462.8,0.0,0.23,514.08,10.74,0.0
,webflux,10000.0,200.0,14.8,41.52,57.13,7159.6,0.0,0.29,515.56,13.38,0.0
,webflux,10000.0,200.0,17.44,49.11,69.95,6856.4,0.0,0.34,517.04,16.02,0.0
,webflux,10000.0,200.0,20.07,56.71,82.78,6553.2,0.0,0.4,518.52,18.66,0.0
,webflux,10000.0,200.0,22.7,64.3,95.6,6250.0,0.0,0.45,520.0,21.3,0.0
,webflux,10000.0,260.0,24.26,68.48,100.56,6250.0,0.0,0.46,526.0,23.08,1.2
,webflux,10000.0,320.0,25.82,72.66,105.52,6250.0,0.0,0.47,532.0,24.86,2.4
,webflux,10000.0,380.0,27.38,76.84,110.48,6250.0,0.0,0.48,538.0,26.64,3.6
,webflux,10000.0,440.0,28.94,81.02,115.44,6250.0,0.0,0.49,544.0,28.42,4.8
,webflux,10000.0,500.0,30.5,85.2,120.4,6250.0,0.0,0.5,550.0,30.2,6.0
,webflux,10000.0,410.0,24.74,68.84,97.35,6482.57,0.0,0.43,508.42,24.48,4.8
,webflux,10000.0,320.0,18.98,52.48,74.3,6715.14,0.0,0.36,466.84,18.76,3.6
,webflux,10000.0,230.0,13.21,36.13,51.26,6947.7,0.0,0.28,425.26,13.05,2.4
,webflux,10000.0,140.0,7.45,19.77,28.21,7180.27,0.0,0.21,383.68,7.33,1.2
,webflux,10000.0,50.0,1.69,3.41,5.16,7412.84,0.0,0.14,342.1,1.61,0.0
,webflux,11000.0,100.0,15.19,18.77,23.16,8569.29,0.0,0.17,377.68,15.07,0.0
,webflux,12000.0,150.0,28.69,34.13,41.15,9725.73,0.0,0.2,413.26,28.53,0.0
,webflux,13000.0,200.0,42.19,49.49,59.15,10882.18,0.0,0.23,448.84,41.99,0.0
,webflux,14000.0,250.0,55.69,64.85,77.14,12038.62,0.0,0.26,484.42,55.45,0.0
,webflux,15000.0,300.0,69.19,80.21,95.14,13195.07,0.0,0.29,520.0,68.91,0.0
,webflux,15000.0,340.0,72.74,85.07,98.68,13190.83,0.0,0.3,528.2,72.36,0.0
,webflux,15000.0,380.0,76.3,89.94,102.22,13186.58,0.0,0.31,536.4,75.82,0.0
,webflux,15000.0,420.0,79.85,94.8,105.75,13182.34,0.0,0.31,544.6,79.27,0.0
,webflux,15000.0,460.0,83.41,99.67,109.29,13178.09,0.0,0.32,552.8,82.73,0.0
,webflux,15000.0,500.0,86.96,104.53,112.83,13173.85,0.0,0.33,561.0,86.18,0.0
,webflux,15000.0,440.0,82.19,99.64,108.13,13251.68,0.0,0.32,559.6,81.75,0.0
,webflux,15000.0,380.0,77.42,94.75,103.42,13329.51,0.0,0.31,558.2,77.33,0.0
,webflux,15000.0,320.0,72.66,89.85,98.72,13407.33,0.0,0.29,556.8,72.9,0.0
,webflux,15000.0,260.0,67.89,84.96,94.01,13485.16,0.0,0.28,555.4,68.48,0.0
,webflux,15000.0,200.0,63.12,80.07,89.31,13562.99,0.0,0.27,554.0,64.05,0.0
,webflux,15000.0,170.0,62.51,79.16,88.78,13400.42,0.0,0.26,547.6,63.4,0.0
,webflux,15000.0,140.0,61.9,78.26,88.26,13237.85,0.0,0.26,541.2,62.74,0.0
,webflux,15000.0,110.0,61.28,77.35,87.73,13075.28,0.0,0.25,534.8,62.09,0.0
,webflux,15000.0,80.0,60.67,76.45,87.21,12912.71,0.0,0.25,528.4,61.43,0.0
,webflux,15000.0,50.0,60.06,75.54,86.68,12750.14,0.0,0.24,522.0,60.78,0.0
,webflux,15000.0,60.0,59.37,74.5,86.38,12874.99,0.0,0.24,527.0,60.07,0.0
,webflux,15000.0,70.0,58.68,73.45,86.08,12999.84,0.0,0.24,532.0,59.36,0.0
,webflux,15000.0,80.0,57.99,72.41,85.78,13124.69,0.0,0.25,537.0,58.66,0.0
,webflux,15000.0,90.0,57.3,71.36,85.48,13249.54,0.0,0.25,542.0,57.95,0.0
,webflux,15000.0,100.0,56.61,70.32,85.18,13374.39,0.0,0.25,547.0,57.24,0.0
,webflux,15000.0,170.0,59.23,72.43,86.63,13543.94,0.0,0.27,546.2,59.93,0.0
,webflux,15000.0,240.0,61.86,74.53,88.07,13713.49,0.0,0.28,545.4,62.62,0.0
,webflux,15000.0,310.0,64.48,76.64,89.52,13883.04,0.0,0.3,544.6,65.32,0.0
,webflux,15000.0,380.0,67.11,78.74,90.96,14052.59,0.0,0.31,543.8,68.01,0.0
,webflux,15000.0,450.0,69.73,80.85,92.41,14222.14,0.0,0.33,543.0,70.7,0.0
,webflux,15000.0,440.0,71.35,82.29,93.37,14009.72,0.0,0.33,541.0,71.94,0.0
,webflux,15000.0,430.0,72.97,83.73,94.33,13797.3,0.0,0.32,539.0,73.18,0.0
,webflux,15000.0,420.0,74.6,85.18,95.28,13584.87,0.0,0.32,537.0,74.41,0.0
,webflux,15000.0,410.0,76.22,86.62,96.24,13372.45,0.0,0.31,535.0,75.65,0.0
,webflux,15000.0,400.0,77.84,88.06,97.2,13160.03,0.0,0.31,533.0,76.89,0.0
,webflux,15000.0,370.0,74.55,85.11,95.34,13316.2,0.0,0.3,531.8,73.81,0.0
,webflux,15000.0,340.0,71.26,82.17,93.48,13472.37,0.0,0.3,530.6,70.72,0.0
,webflux,15000.0,310.0,67.97,79.22,91.63,13628.54,0.0,0.29,529.4,67.64,0.0
,webflux,15000.0,280.0,64.68,76.28,89.77,13784.71,0.0,0.29,528.2,64.55,0.0
,webflux,15000.0,250.0,61.39,73.33,87.91,13940.88,0.0,0.28,527.0,61.47,0.0
,webflux,15000.0,270.0,61.87,74.57,88.01,13870.58,0.0,0.28,528.8,61.83,0.0
,webflux,15000.0,290.0,62.36,75.81,88.11,13800.27,0.0,0.29,530.6,62.2,0.0
,webflux,15000.0,310.0,62.84,77.04,88.2,13729.97,0.0,0.29,532.4,62.56,0.0
,webflux,15000.0,330.0,63.33,78.28,88.3,13659.66,0.0,0.3,534.2,62.93,0.0
,webflux,15000.0,350.0,63.81,79.52,88.4,13589.36,0.0,0.3,536.0,63.29,0.0
,webflux,15000.0,310.0,63.29,78.01,86.95,13513.09,0.0,0.29,536.0,62.95,0.0
,webflux,15000.0,270.0,62.77,76.49,85.5,13436.83,0.0,0.28,536.0,62.61,0.0
,webflux,15000.0,230.0,62.25,74.98,84.06,13360.56,0.0,0.28,536.0,62.26,0.0
,webflux,15000.0,190.0,61.73,73.46,82.61,13284.3,0.0,0.27,536.0,61.92,0.0
,webflux,15000.0,150.0,61.21,71.95,81.16,13208.03,0.0,0.26,536.0,61.58,0.0
,webflux,16000.0,150.0,61.36,73.66,83.97,14271.95,0.0,0.27,544.0,61.75,0.0
,webflux,17000.0,150.0,61.51,75.37,86.77,15335.86,0.0,0.27,552.0,61.91,0.0
,webflux,18000.0,150.0,61.66,77.07,89.58,16399.78,0.0,0.28,560.0,62.08,0.0
,webflux,19000.0,150.0,61.81,78.78,92.38,17463.69,0.0,0.28,568.0,62.24,0.0
,webflux,20000.0,150.0,61.96,80.49,95.19,18527.61,0.0,0.29,576.0,62.41,0.0
,webflux,20000.0,220.0,64.09,82.54,96.31,18620.19,0.0,0.3,574.2,64.49,0.0
,webflux,20000.0,290.0,66.22,84.58,97.42,18712.77,0.0,0.32,572.4,66.57,0.0
,webflux,20000.0,360.0,68.35,86.63,98.54,18805.36,0.0,0.33,570.6,68.66,0.0
,webflux,20000.0,430.0,70.48,88.67,99.65,18897.94,0.0,0.35,568.8,70.74,0.0
,webflux,20000.0,500.0,72.61,90.72,100.77,18990.52,0.0,0.36,567.0,72.82,0.0
,webflux,20000.0,490.0,73.51,91.44,100.82,18600.44,0.0,0.36,575.4,73.63,0.0
